Number	Offset	Address		Size	Type	String
15227	00391ea4	00791ea4	Section(1)['.rdata']	0f	A	CameraModelView
15228	00391eb4	00791eb4	Section(1)['.rdata']	11	A	CameraZoomExtents
15229	00391ec8	00791ec8	Section(1)['.rdata']	0c	A	CameraCenter
15230	00391ed8	00791ed8	Section(1)['.rdata']	0d	A	CameraZoomOut
15231	00391ee8	00791ee8	Section(1)['.rdata']	0c	A	CameraZoomIn
15232	00391ef8	00791ef8	Section(1)['.rdata']	0e	A	CameraTiltDown
15233	00391f08	00791f08	Section(1)['.rdata']	0c	A	CameraTiltUp
15234	00391f18	00791f18	Section(1)['.rdata']	0e	A	CameraPanRight
15235	00391f28	00791f28	Section(1)['.rdata']	0d	A	CameraPanLeft
15236	00391f38	00791f38	Section(1)['.rdata']	07	A	Players
15237	00391f40	00791f40	Section(1)['.rdata']	0a	A	CRobloxWnd
15238	00391f9c	00791f9c	Section(1)['.rdata']	09	A	nodefault
15239	00392237	00792237	Section(1)['.rdata']	1f	A	@GL error creating RenderDevice
15240	00392258	00792258	Section(1)['.rdata']	19	A	renderDevice->init failed
15241	00392278	00792278	Section(1)['.rdata']	fb	A	This computer does not have correctly installed graphics drivers and is using the default Microsoft OpenGL implementation. Most graphics capabilities are disabled. To correct this problem, download and install the latest drivers for the graphics card.
15242	00392374	00792374	Section(1)['.rdata']	0b	A	GDI Generic
15243	00392380	00792380	Section(1)['.rdata']	14	A	MOBILITY RADEON 7500
15244	00392398	00792398	Section(1)['.rdata']	15	A	Unable to run Roblox.
15245	003924bf	007924bf	Section(1)['.rdata']	2b	A	?Roblox can't run with your graphics driver
15246	003927fc	007927fc	Section(1)['.rdata']	05	A	Minor
15247	00392804	00792804	Section(1)['.rdata']	05	A	Major
15248	0039280c	0079280c	Section(1)['.rdata']	0d	A	State Changes
15249	0039281c	0079281c	Section(1)['.rdata']	05	A	Video
15250	0039282c	0079282c	Section(1)['.rdata']	06	A	Memory
15251	00392834	00792834	Section(1)['.rdata']	0f	A	AggregateChunks
15252	00392844	00792844	Section(1)['.rdata']	11	A	Aggregated Chunks
15253	00392858	00792858	Section(1)['.rdata']	0c	A	Total Chunks
15254	00392868	00792868	Section(1)['.rdata']	0b	A	Aggregation
15255	00392874	00792874	Section(1)['.rdata']	0a	A	SwapBuffer
15256	00392880	00792880	Section(1)['.rdata']	0e	A	Shadowed Light
15257	00392890	00792890	Section(1)['.rdata']	0c	A	Mark Shadows
15258	003928a0	007928a0	Section(1)['.rdata']	14	A	Ambient + Unshadowed
15259	003928b8	007928b8	Section(1)['.rdata']	0f	A	Total Triangles
15260	003928c8	007928c8	Section(1)['.rdata']	0b	A	Proxy count
15261	003928dc	007928dc	Section(1)['.rdata']	12	A	computeProxyArrays
15262	003928f0	007928f0	Section(1)['.rdata']	0a	A	CPU Shadow
15263	003928fc	007928fc	Section(1)['.rdata']	0c	A	3D CPU Total
15264	003929d0	007929d0	Section(1)['.rdata']	0d	A	2D CPU Render
15265	003929e0	007929e0	Section(1)['.rdata']	05	A	%d/%d
15266	003929e8	007929e8	Section(1)['.rdata']	0c	A	%.0f%%, %.2g
15267	003929fc	007929fc	Section(1)['.rdata']	06	A	Render
15268	00392d88	00792d88	Section(1)['.rdata']	0e	A	CScintillaCtrl
15269	00392ef8	00792ef8	Section(1)['.rdata']	09	A	scintilla
15270	00392f04	00792f04	Section(1)['.rdata']	10	A	Invalid DateTime
15271	00392f18	00792f18	Section(1)['.rdata']	0e	A	CScintillaView
15272	00392f5c	00792f5c	Section(1)['.rdata']	0a	A	%s (%s:%d)
15273	00392f68	00792f68	Section(1)['.rdata']	0a	A	%s (%s:%d)
15274	00392f78	00792f78	Section(1)['.rdata']	1e	A	Exception thrown in destructor
15275	00392f98	00792f98	Section(1)['.rdata']	48	A	C:\Program Files\Microsoft Visual Studio 8\VC\atlmfc\include\afxwin2.inl
15276	003936b0	007936b0	Section(1)['.rdata']	13	A	commdlg_FindReplace
15277	003936c4	007936c4	Section(1)['.rdata']	0d	A	CScriptEditor
15278	003936d4	007936d4	Section(1)['.rdata']	0a	A	CScriptDoc
15279	003936e7	007936e7	Section(1)['.rdata']	6b	A	>and break do else elseif end false for function if in local nil not or repeat return then true until while
15280	003937b0	007937b0	Section(1)['.rdata']	0c	A	SciLexer.dll
15281	003937cc	007937cc	Section(1)['.rdata']	07	A	Verdana
15282	003937d4	007937d4	Section(1)['.rdata']	09	A	very cool
15283	003937de	007937de	Section(1)['.rdata']	0b	A	easy to use
15284	003937ea	007937ea	Section(1)['.rdata']	0a	A	way cool!!
15285	003937f8	007937f8	Section(1)['.rdata']	0c	A	scintilla is
15286	00393814	00793814	Section(1)['.rdata']	0b	A	PJ Naughter
15287	00393820	00793820	Section(1)['.rdata']	07	A	AUTHOR 
15288	00393d74	00793d74	Section(1)['.rdata']	0f	A	CSecureHtmlView
15289	00393fcc	00793fcc	Section(1)['.rdata']	11	A	CSelectionCaption
15290	00394244	00794244	Section(1)['.rdata']	11	A	CSettingsExplorer
15291	00394258	00794258	Section(1)['.rdata']	0f	A	CSettingsDialog
15292	003947f4	007947f4	Section(1)['.rdata']	0e	A	bad allocation
15293	00394804	00794804	Section(1)['.rdata']	15	A	XTPCalendarSwitchView
15294	0039481c	0079481c	Section(1)['.rdata']	1c	A	XTPNotificationSinkMTOnEvent
15295	00394850	00794850	Section(1)['.rdata']	0e	A	RestartRunLoop
15296	00394887	00794887	Section(1)['.rdata']	13	A	>ThumbnailGenerator
15297	00394a14	00794a14	Section(1)['.rdata']	1b	A	requiresMainLoop() == false
15298	00394a30	00794a30	Section(1)['.rdata']	88	A	c:\Documents and Settings\erik.cassel\My Documents\Visual Studio 2005\Projects\Roblox\Trunk\Client\Rendering\g3d\include\glg3d\GWindow.h
15299	00394ac0	00794ac0	Section(1)['.rdata']	60	A	This GWindow implementation failed to overwrite runMainLoop even though it requires a main loop.
15300	00394bcc	00794bcc	Section(1)['.rdata']	18	A	OSMesaMakeCurrent failed
15301	00394be8	00794be8	Section(1)['.rdata']	1e	A	OSContext unimplemented method
15302	00394cd4	00794cd4	Section(1)['.rdata']	21	A	shared OSMesaCreateContext failed
15303	00394cf8	00794cf8	Section(1)['.rdata']	1a	A	OSMesaCreateContext failed
15304	00394ea8	00794ea8	Section(1)['.rdata']	23	A	ThumbnailGenerator::click() success
15305	00394ecc	00794ecc	Section(1)['.rdata']	29	A	ThumbnailGenerator::click(%s, %d, %d, %s)
15306	00394ef8	00794ef8	Section(1)['.rdata']	05	A	false
15307	00394f08	00794f08	Section(1)['.rdata']	05	A	click
15308	00394f10	00794f10	Section(1)['.rdata']	08	A	fileType
15309	00394f24	00794f24	Section(1)['.rdata']	07	A	hideSky
15310	00394fa0	00794fa0	Section(1)['.rdata']	12	A	DI_BUFFEROVERFLOW!
15311	00394fb4	00794fb4	Section(1)['.rdata']	06	A	Mouse 
15312	00394fbc	00794fbc	Section(1)['.rdata']	09	A	Keyboard 
15313	00395027	00795027	Section(1)['.rdata']	19	A	>\VarFileInfo\Translation
15314	00395044	00795044	Section(1)['.rdata']	1b	A	\StringFileInfo\%04x%04x\%s
15315	00395060	00795060	Section(1)['.rdata']	0b	A	FileVersion
15316	0039506c	0079506c	Section(1)['.rdata']	0b	A	CWebToolbox
15317	0039509c	0079509c	Section(1)['.rdata']	25	A	%s/IDE/ClientToolbox.aspx?Category=%d
15318	003952f4	007952f4	Section(1)['.rdata']	17	A	/IDE/ClientToolbox.aspx
15319	00395420	00795420	Section(1)['.rdata']	23	A	DoExecScript failed because %s.  %s
15320	00395444	00795444	Section(1)['.rdata']	15	A	Failed to get URL, %s
15321	00395468	00795468	Section(1)['.rdata']	0f	A	.\Workspace.cpp
15322	00395487	00795487	Section(1)['.rdata']	06	A	>exact
15323	00395490	00795490	Section(1)['.rdata']	08	A	cylinder
15324	003954a4	007954a4	Section(1)['.rdata']	05	A	brick
15325	003954ac	007954ac	Section(1)['.rdata']	09	A	symmetric
15326	003954c0	007954c0	Section(1)['.rdata']	0f	A	LDraw2RobloxMap
15327	003954d0	007954d0	Section(1)['.rdata']	0e	A	schema_version
15328	003954e0	007954e0	Section(1)['.rdata']	09	A	color_map
15329	003954ec	007954ec	Section(1)['.rdata']	05	A	color
15330	003954f4	007954f4	Section(1)['.rdata']	0a	A	ldraw_code
15331	00395500	00795500	Section(1)['.rdata']	0b	A	roblox_code
15332	0039550c	0079550c	Section(1)['.rdata']	08	A	part_map
15333	00395528	00795528	Section(1)['.rdata']	0b	A	description
15334	00395534	00795534	Section(1)['.rdata']	0e	A	ldraw_filename
15335	00395544	00795544	Section(1)['.rdata']	10	A	mapping_fidelity
15336	00395558	00795558	Section(1)['.rdata']	0b	A	roblox_part
15337	00395564	00795564	Section(1)['.rdata']	05	A	shape
15338	0039556c	0079556c	Section(1)['.rdata']	0b	A	form_factor
15339	00395578	00795578	Section(1)['.rdata']	0a	A	size_vect3
15340	00395584	00795584	Section(1)['.rdata']	08	A	y_offset
15341	00395590	00795590	Section(1)['.rdata']	1b	A	invalid vector<T> subscript
15342	003955cc	007955cc	Section(1)['.rdata']	18	A	part.Size = Vector3.new(
15343	003955e8	007955e8	Section(1)['.rdata']	21	A	part.FormFactor = 0  -- symmetric
15344	0039560c	0079560c	Section(1)['.rdata']	12	A	part.FormFactor = 
15345	00395620	00795620	Section(1)['.rdata']	0d	A	part.Shape = 
15346	00395630	00795630	Section(1)['.rdata']	0d	A	part.Name = "
15347	00395648	00795648	Section(1)['.rdata']	1b	A	part = Instance.new("Part")
15348	00395664	00795664	Section(1)['.rdata']	36	A	Part Description -------------------------------------
15349	0039569c	0079569c	Section(1)['.rdata']	22	A	part.BrickColor = BrickColor.new( 
15350	003956c4	007956c4	Section(1)['.rdata']	19	A	part.CFrame = CFrame.new(
15351	003956f6	007956f6	Section(1)['.rdata']	13	A	4@part:makeJoints()
15352	0039570c	0079570c	Section(1)['.rdata']	0e	A	part.Parent = 
15353	00395724	00795724	Section(1)['.rdata']	19	A	fonts\LDraw2RobloxMap.xml
15354	00395740	00795740	Section(1)['.rdata']	0a	A	LDrawModel
15355	0039574c	0079574c	Section(1)['.rdata']	0a	A	FileName: 
15356	00395758	00795758	Section(1)['.rdata']	1b	A	Roblox LDraw2Lua Conversion
15357	00395788	00795788	Section(1)['.rdata']	0c	A	m.Parent = w
15358	00395798	00795798	Section(1)['.rdata']	0a	A	m.Name = "
15359	003957a4	007957a4	Section(1)['.rdata']	19	A	m = Instance.new("Model")
15360	003957c0	007957c0	Section(1)['.rdata']	12	A	Create a new model
15361	003957d4	007957d4	Section(1)['.rdata']	23	A	local w = game:service("Workspace")
15362	003957f8	007957f8	Section(1)['.rdata']	19	A	Get the current workspace
15363	0039581f	0079581f	Section(1)['.rdata']	0d	A	>_initialized
15364	00395830	00795830	Section(1)['.rdata']	15	A	.\glg3dcpp\GLCaps.cpp
15365	00395848	00795848	Section(1)['.rdata']	20	A	GLCaps has not been initialized.
15366	003959a8	007959a8	Section(1)['.rdata']	17	A	GL_EXT_texture_cube_map
15367	003959c0	007959c0	Section(1)['.rdata']	17	A	GL_SGIS_generate_mipmap
15368	003959e8	007959e8	Section(1)['.rdata']	11	A	_loadedExtensions
15369	003959fc	007959fc	Section(1)['.rdata']	34	A	Cannot call GLCaps::glVersion before GLCaps::init().
15370	00395a34	00795a34	Section(1)['.rdata']	31	A	Cannot call GLCaps::vendor before GLCaps::init().
15371	00395a68	00795a68	Section(1)['.rdata']	33	A	Cannot call GLCaps::renderer before GLCaps::init().
15372	00395a9c	00795a9c	Section(1)['.rdata']	1b	A	GL_ARB_vertex_buffer_object
15373	00395ab8	00795ab8	Section(1)['.rdata']	0a	A	Brian Paul
15374	00395ac4	00795ac4	Section(1)['.rdata']	12	A	NVIDIA Corporation
15375	00395ad8	00795ad8	Section(1)['.rdata']	15	A	ATI Technologies Inc.
15376	00395af0	00795af0	Section(1)['.rdata']	0b	A	%d.%d.%d.%d
15377	00395afc	00795afc	Section(1)['.rdata']	18	A	Unknown (No information)
15378	00395b18	00795b18	Section(1)['.rdata']	07	A	Unknown
15379	00395b20	00795b20	Section(1)['.rdata']	1b	A	Unknown (Can't find driver)
15380	00395b3c	00795b3c	Section(1)['.rdata']	0d	A	\ati2dvag.dll
15381	00395b4c	00795b4c	Section(1)['.rdata']	0d	A	\nv4_disp.dll
15382	00395b5c	00795b5c	Section(1)['.rdata']	18	A	Unknown (Unknown vendor)
15383	00395b78	00795b78	Section(1)['.rdata']	26	A	Unknown (can't find Windows directory)
15384	00395ba0	00795ba0	Section(1)['.rdata']	20	A	Unknown (bad MESA driver string)
15385	00395bc4	00795bc4	Section(1)['.rdata']	38	A	Cannot call GLCaps::driverVersion before GLCaps::init().
15386	00395c00	00795c00	Section(1)['.rdata']	0a	A	Intel 854G
15387	00395c0c	00795c0c	Section(1)['.rdata']	0a	A	Intel 845G
15388	00395c18	00795c18	Section(1)['.rdata']	12	A	MOBILITY RADEON 57
15389	00395c2c	00795c2c	Section(1)['.rdata']	12	A	MOBILITY RADEON 90
15390	00395c40	00795c40	Section(1)['.rdata']	3a	A	Cannot check for OpenGL bugs before extensions are loaded.
15391	00395c80	00795c80	Section(1)['.rdata']	51	A	No GL_ARB_multitexture support: forcing number of texture units to no more than 1
15392	00395cd4	00795cd4	Section(1)['.rdata']	16	A	GL_NV_fragment_program
15393	00395cf0	00795cf0	Section(1)['.rdata']	46	A	WARNING: This ATI Radeon Mobility card has a known bug with cube maps.
15394	00395d37	00795d37	Section(1)['.rdata']	59	A	   Put cube map texture coordinates in the normals and use ARB_NORMAL_MAP to work around.
15395	00395d94	00795d94	Section(1)['.rdata']	09	A	6.14.10.6
15396	00395da0	00795da0	Section(1)['.rdata']	0f	A	MOBILITY RADEON
15397	00395db0	00795db0	Section(1)['.rdata']	17	A	GL_NV_texture_rectangle
15398	00395dc8	00795dc8	Section(1)['.rdata']	19	A	GL_EXT_framebuffer_object
15399	00395de4	00795de4	Section(1)['.rdata']	14	A	GL_ARB_vertex_shader
15400	00395dfc	00795dfc	Section(1)['.rdata']	16	A	GL_ARB_fragment_shader
15401	00395e14	00795e14	Section(1)['.rdata']	1b	A	GL_ARB_shading_language_100
15402	00395e30	00795e30	Section(1)['.rdata']	15	A	GL_ARB_shader_objects
15403	00395e48	00795e48	Section(1)['.rdata']	0d	A	GL_ARB_shadow
15404	00395e58	00795e58	Section(1)['.rdata']	1f	A	GL_EXT_texture_compression_s3tc
15405	00395e78	00795e78	Section(1)['.rdata']	17	A	GL_ATI_separate_stencil
15406	00395e90	00795e90	Section(1)['.rdata']	17	A	GL_EXT_stencil_two_side
15407	00395ea8	00795ea8	Section(1)['.rdata']	13	A	GL_EXT_stencil_wrap
15408	00395ebc	00795ebc	Section(1)['.rdata']	13	A	GL_ARB_multitexture
15409	00395ed0	00795ed0	Section(1)['.rdata']	17	A	GL_ARB_fragment_program
15410	00395ee8	00795ee8	Section(1)['.rdata']	11	A	GL_EXT_texture_3D
15411	00395efc	00795efc	Section(1)['.rdata']	1b	A	GL_ARB_texture_border_clamp
15412	00395f18	00795f18	Section(1)['.rdata']	19	A	GL_EXT_texture_edge_clamp
15413	00395f34	00795f34	Section(1)['.rdata']	15	A	GL_NV_vertex_program2
15414	00395f4c	00795f4c	Section(1)['.rdata']	15	A	GL_ARB_vertex_program
15415	00395f64	00795f64	Section(1)['.rdata']	18	A	GL_EXT_texture_rectangle
15416	00395f80	00795f80	Section(1)['.rdata']	1f	A	GL_ARB_texture_non_power_of_two
15417	00395fa0	00795fa0	Section(1)['.rdata']	0c	A	glIsQueryARB
15418	00395fb0	00795fb0	Section(1)['.rdata']	16	A	glGetQueryObjectuivARB
15419	00395fc8	00795fc8	Section(1)['.rdata']	15	A	glGetQueryObjectivARB
15420	00395fe0	00795fe0	Section(1)['.rdata']	0f	A	glGetQueryivARB
15421	00395ff0	00795ff0	Section(1)['.rdata']	0f	A	glGenQueriesARB
15422	00396000	00796000	Section(1)['.rdata']	0d	A	glEndQueryARB
15423	00396010	00796010	Section(1)['.rdata']	12	A	glDeleteQueriesARB
15424	00396024	00796024	Section(1)['.rdata']	0f	A	glBeginQueryARB
15425	00396034	00796034	Section(1)['.rdata']	13	A	glGenerateMipmapEXT
15426	00396048	00796048	Section(1)['.rdata']	28	A	glGetFramebufferAttachmentParameterivEXT
15427	00396074	00796074	Section(1)['.rdata']	1c	A	glFramebufferRenderbufferEXT
15428	00396094	00796094	Section(1)['.rdata']	19	A	glFramebufferTexture3DEXT
15429	003960b0	007960b0	Section(1)['.rdata']	19	A	glFramebufferTexture2DEXT
15430	003960cc	007960cc	Section(1)['.rdata']	19	A	glFramebufferTexture1DEXT
15431	003960e8	007960e8	Section(1)['.rdata']	1b	A	glCheckFramebufferStatusEXT
15432	00396104	00796104	Section(1)['.rdata']	14	A	glGenFramebuffersEXT
15433	0039611c	0079611c	Section(1)['.rdata']	17	A	glDeleteFramebuffersEXT
15434	00396134	00796134	Section(1)['.rdata']	14	A	glBindFramebufferEXT
15435	0039614c	0079614c	Section(1)['.rdata']	12	A	glIsFramebufferEXT
15436	00396160	00796160	Section(1)['.rdata']	1f	A	glGetRenderbufferParameterivEXT
15437	00396180	00796180	Section(1)['.rdata']	18	A	glRenderbufferStorageEXT
15438	0039619c	0079619c	Section(1)['.rdata']	15	A	glGenRenderbuffersEXT
15439	003961b4	007961b4	Section(1)['.rdata']	18	A	glDeleteRenderbuffersEXT
15440	003961d0	007961d0	Section(1)['.rdata']	15	A	glBindRenderbufferEXT
15441	003961e8	007961e8	Section(1)['.rdata']	13	A	glIsRenderBufferEXT
15442	003961fc	007961fc	Section(1)['.rdata']	14	A	wglDestroyPbufferEXT
15443	00396214	00796214	Section(1)['.rdata']	13	A	wglCreatePbufferEXT
15444	00396228	00796228	Section(1)['.rdata']	13	A	wglEnableGenlockI3D
15445	0039623c	0079623c	Section(1)['.rdata']	16	A	glStencilOpSeparateATI
15446	00396254	00796254	Section(1)['.rdata']	18	A	glStencilFuncSeparateATI
15447	00396270	00796270	Section(1)['.rdata']	0f	A	glTexImage3DEXT
15448	00396280	00796280	Section(1)['.rdata']	10	A	glDrawBuffersARB
15449	00396294	00796294	Section(1)['.rdata']	15	A	glAlphaFragmentOp3ATI
15450	003962ac	007962ac	Section(1)['.rdata']	15	A	glAlphaFragmentOp2ATI
15451	003962c4	007962c4	Section(1)['.rdata']	15	A	glAlphaFragmentOp1ATI
15452	003962dc	007962dc	Section(1)['.rdata']	15	A	glColorFragmentOp3ATI
15453	003962f4	007962f4	Section(1)['.rdata']	15	A	glColorFragmentOp2ATI
15454	0039630c	0079630c	Section(1)['.rdata']	15	A	glColorFragmentOp1ATI
15455	00396324	00796324	Section(1)['.rdata']	1e	A	glSetFragmentShaderConstantATI
15456	00396344	00796344	Section(1)['.rdata']	0e	A	glSampleMapATI
15457	00396354	00796354	Section(1)['.rdata']	11	A	glPassTexCoordATI
15458	00396368	00796368	Section(1)['.rdata']	16	A	glEndFragmentShaderATI
15459	00396380	00796380	Section(1)['.rdata']	18	A	glBeginFragmentShaderATI
15460	0039639c	0079639c	Section(1)['.rdata']	17	A	glBindFragmentShaderATI
15461	003963b4	007963b4	Section(1)['.rdata']	19	A	glDeleteFragmentShaderATI
15462	003963d0	007963d0	Section(1)['.rdata']	17	A	glGenFragmentShadersATI
15463	003963e8	007963e8	Section(1)['.rdata']	15	A	glGetActiveUniformARB
15464	00396400	00796400	Section(1)['.rdata']	19	A	glGetObjectParameterivARB
15465	0039641c	0079641c	Section(1)['.rdata']	16	A	glGetAttribLocationARB
15466	00396434	00796434	Section(1)['.rdata']	17	A	glGetUniformLocationARB
15467	0039644c	0079644c	Section(1)['.rdata']	0f	A	glGetInfoLogARB
15468	0039645c	0079645c	Section(1)['.rdata']	15	A	glUniformMatrix4fvARB
15469	00396474	00796474	Section(1)['.rdata']	15	A	glUniformMatrix3fvARB
15470	0039648c	0079648c	Section(1)['.rdata']	15	A	glUniformMatrix2fvARB
15471	003964a4	007964a4	Section(1)['.rdata']	0e	A	glUniform4iARB
15472	003964b4	007964b4	Section(1)['.rdata']	0e	A	glUniform3iARB
15473	003964c4	007964c4	Section(1)['.rdata']	0e	A	glUniform2iARB
15474	003964d4	007964d4	Section(1)['.rdata']	0e	A	glUniform1iARB
15475	003964e4	007964e4	Section(1)['.rdata']	0f	A	glUniform4fvARB
15476	003964f4	007964f4	Section(1)['.rdata']	0f	A	glUniform3fvARB
15477	00396504	00796504	Section(1)['.rdata']	0f	A	glUniform2fvARB
15478	00396514	00796514	Section(1)['.rdata']	0f	A	glUniform1fvARB
15479	00396524	00796524	Section(1)['.rdata']	14	A	glValidateProgramARB
15480	0039653c	0079653c	Section(1)['.rdata']	15	A	glUseProgramObjectARB
15481	00396554	00796554	Section(1)['.rdata']	10	A	glLinkProgramARB
15482	00396568	00796568	Section(1)['.rdata']	11	A	glAttachObjectARB
15483	0039657c	0079657c	Section(1)['.rdata']	18	A	glCreateProgramObjectARB
15484	00396598	00796598	Section(1)['.rdata']	12	A	glCompileShaderARB
15485	003965ac	007965ac	Section(1)['.rdata']	11	A	glShaderSourceARB
15486	003965c0	007965c0	Section(1)['.rdata']	17	A	glCreateShaderObjectARB
15487	003965d8	007965d8	Section(1)['.rdata']	11	A	glDetachObjectARB
15488	003965ec	007965ec	Section(1)['.rdata']	0e	A	glGetHandleARB
15489	003965fc	007965fc	Section(1)['.rdata']	11	A	glDeleteObjectARB
15490	00396610	00796610	Section(1)['.rdata']	13	A	glDrawRangeElements
15491	00396624	00796624	Section(1)['.rdata']	16	A	glGetBufferPointervARB
15492	0039663c	0079663c	Section(1)['.rdata']	19	A	glGetBufferParameterivARB
15493	00396658	00796658	Section(1)['.rdata']	10	A	glUnmapBufferARB
15494	0039666c	0079666c	Section(1)['.rdata']	0e	A	glMapBufferARB
15495	0039667c	0079667c	Section(1)['.rdata']	15	A	glGetBufferSubDataARB
15496	00396694	00796694	Section(1)['.rdata']	12	A	glBufferSubDataARB
15497	003966a8	007966a8	Section(1)['.rdata']	0f	A	glBufferDataARB
15498	003966b8	007966b8	Section(1)['.rdata']	0d	A	glIsBufferARB
15499	003966c8	007966c8	Section(1)['.rdata']	0f	A	glGenBuffersARB
15500	003966d8	007966d8	Section(1)['.rdata']	12	A	glDeleteBuffersARB
15501	003966ec	007966ec	Section(1)['.rdata']	0f	A	glBindBufferARB
15502	003966fc	007966fc	Section(1)['.rdata']	19	A	glGetProgramParameterdvNV
15503	00396718	00796718	Section(1)['.rdata']	19	A	glGetProgramParameterfvNV
15504	00396734	00796734	Section(1)['.rdata']	16	A	glActiveStencilFaceEXT
15505	0039674c	0079674c	Section(1)['.rdata']	17	A	glProgramParameter4fvNV
15506	00396764	00796764	Section(1)['.rdata']	0f	A	glTrackMatrixNV
15507	00396774	00796774	Section(1)['.rdata']	0f	A	glLoadProgramNV
15508	00396784	00796784	Section(1)['.rdata']	0f	A	glBindProgramNV
15509	00396794	00796794	Section(1)['.rdata']	12	A	glDeleteProgramsNV
15510	003967a8	007967a8	Section(1)['.rdata']	0f	A	glGenProgramsNV
15511	003967b8	007967b8	Section(1)['.rdata']	1f	A	glGetCombinerStageParameterfvNV
15512	003967d8	007967d8	Section(1)['.rdata']	1c	A	glCombinerStageParameterfvNV
15513	003967f8	007967f8	Section(1)['.rdata']	24	A	glGetFinalCombinerInputParameterivNV
15514	00396820	00796820	Section(1)['.rdata']	24	A	glGetFinalCombinerInputParameterfvNV
15515	00396848	00796848	Section(1)['.rdata']	20	A	glGetCombinerOutputParameterivNV
15516	0039686c	0079686c	Section(1)['.rdata']	20	A	glGetCombinerOutputParameterfvNV
15517	00396890	00796890	Section(1)['.rdata']	1f	A	glGetCombinerInputParameterivNV
15518	003968b0	007968b0	Section(1)['.rdata']	1f	A	glGetCombinerInputParameterfvNV
15519	003968d0	007968d0	Section(1)['.rdata']	16	A	glFinalCombinerInputNV
